country_code,pop_urban_agglomerations_of_more_than_1_million_percent,pop_urban_agglomerations_of_more_than_1_million,pop_in_the_largest_city,pop_density,pop_living_in_slums_percent,rural_pop_percent,rural_pop_annual_growth_percent,urban_population,urban_population_annual_growth,urban_population_percent
USA,45.9999372464385,149493144,7.03546490691044,35.5275628537883,,17.942,-0.455478012727955,266676634,0.870149208464894,82.058
UMC,27.9544531838141,,11.9289806996782,48.9612374707133,,35.2227745162961,-1.49027325750558,1824113877,2.06645584287459,64.7772254837039
URY,50.255248867646,1727095,52.7669503358018,19.635733059079,,4.76000000000001,-1.63224384106528,3273062,0.465662789747607,95.24
UZB,7.51920428792847,2435365,14.8747862031779,76.1368124118477,,49.45,1.88593519048947,16372437,1.48587813992679,50.55
VUT,,,,23.4216570959803,,74.837,2.41200395256077,71843,2.94940798674495,25.163
VEN,31.4188924693086,9234141,11.3040479765211,33.3205702624568,,11.817,-1.69103119432862,25917344,-1.51843115362146,88.183
VNM,16.3701476845235,15485610,23.6278184812176,305.08156867804,,64.787,-0.0614532273336111,33310316,3.03441610481208,35.213
VIR,,,,306.48,,4.39700000000001,-2.96596511216414,102551,-0.0974649447044182,95.603
PSE,,,19.3597028036664,740.000830564784,,24.106,0.891213640520002,3380930,2.3398089806951,75.894
WLD,23.7670741438885,,16.0976476826867,58.9618534562478,,45.1769515180887,0.138439624019583,4115696800,1.9843445125173,54.8230484819113
YEM,9.63217977942089,2681100,26.7441689960957,52.7204594958047,,63.984,1.45660107337313,10024989,4.16612336214073,36.016
ZMB,14.2771540567263,2406227,33.2212257254929,22.6713945573656,,57.024,2.01254214474919,7243041,4.21134865314207,42.976
ZWE,10.6056616171744,1509901,32.8990375637951,36.8017190125372,,67.763,1.54717441894081,4589499,1.27719247198111,32.237
